host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_id
Luca,1,2015-08-31,0.02,1,40010465
Gian Maria,5,2018-06-20,0.11,1,40204929
Thomas,9,2018-09-12,0.19,3,345252
Dan,0,,,1,19071455
Joy,7,2017-07-29,0.15,1,6338005
Max,22,2019-05-05,0.49,1,40223271
Sharon,35,2019-06-08,0.78,1,1599136
Gina,0,,,1,11528105
Daphne,3,2016-05-25,0.06,1,33007145
Katherine,0,,,1,31250964
Tanya,22,2018-10-09,0.54,2,17466612
RaVal,12,2017-05-27,0.25,1,25266538
Morgane,2,2015-08-29,0.04,1,15716203
Tristan,0,,,1,40234779
Maryann,190,2019-07-07,5.2,2,433207
Oates,35,2017-04-30,0.73,2,40236384
Lena,0,,,1,40237377
Theresa,2,2015-08-22,0.04,1,15892935
Marvin,2,2015-09-13,0.04,1,40244009
Michele,0,,,1,40164647
Andrea,11,2019-06-15,0.23,1,2048347
Gurpreet  Singh,424,2018-11-25,8.86,5,22959695
Kyle,4,2017-08-27,0.16,1,3526617
Priscilla,6,2018-05-06,0.13,3,40236486
Chris,1,2015-08-16,0.02,2,40316314
Ingrid,4,2015-11-25,0.09,1,326952
Sam,3,2015-09-24,0.06,1,40319733
Caitlin,1,2016-03-28,0.03,1,39197422
Blue & Elli,128,2019-06-19,2.71,1,1477833
Ana María,7,2018-10-07,0.15,1,3130040
Sarina,5,2019-07-07,2.88,1,40327248
Johanna,2,2015-08-24,0.04,1,7065413
Paul,49,2019-05-10,1.06,1,5513694
Joyce,10,2019-06-25,0.21,2,40332331
Miss Carolyn,11,2019-05-31,0.29,3,1550888
Kevin,0,,,1,268419
Jimmy,182,2019-01-01,3.82,2,40371157
Steven,0,,,1,40076332
Will,27,2017-01-01,0.57,1,12620454
Lisa,23,2019-06-16,0.51,1,2060383
Can,1,2015-08-29,0.02,2,39956905
Suzan,2,2017-08-08,0.06,1,33064750
Falana,0,,,1,33068587
Richard,0,,,1,40394783
Cassandra,105,2019-06-30,2.28,1,255597
Stefan,0,,,1,40401163
Chris,0,,,1,4073947
Ahnastasia,4,2017-08-01,0.08,1,20691165
Ingrid,2,2016-01-05,0.05,1,40404813
Keenan,12,2018-08-19,0.25,1,24666317
Karen,10,2018-01-02,0.21,1,1784925
Veronica,0,,,1,6654378
Tarin,5,2015-10-22,0.11,1,16932691
Dolores,99,2019-07-06,2.09,1,7590543
Maximillian,0,,,1,5742112
Matthew,1,2015-10-21,0.02,1,40425528
Lyle,0,,,1,40427171
Antoine,9,2016-03-30,0.19,1,17326743
Miles,1,2015-10-26,0.02,1,40428881
K.,96,2019-06-02,2.06,1,40429192
Cody,3,2019-05-27,0.09,1,5974094
Michael,0,,,1,35997506
Neil,98,2019-06-23,2.39,2,31919780
Ezra,29,2019-01-05,0.61,2,40439772
Ivo,0,,,1,820649
Sherry,1,2015-09-02,0.02,1,40443551
Haïssam,1,2015-08-07,0.02,1,22703843
Anastassia,0,,,1,15420345
Gianni,96,2019-05-19,2.02,2,3074287
Grayson,1,2015-08-31,0.02,1,40448425
Mahrokh,1,2015-09-22,0.02,1,3284564
Shana,2,2015-09-19,0.04,2,38301594
Anastasia (Tess),9,2017-09-17,0.19,1,19056507
Cecilia,0,,,1,6238227
Meryl,0,,,1,40498479
Dana,3,2015-10-11,0.06,1,40503855
Tyler,4,2016-01-02,0.09,1,6432385
Kristin,0,,,1,278713
Miguel,2,2016-04-30,0.05,1,3737483
Asger,6,2019-07-07,0.13,1,5663719
Denise,14,2018-11-01,0.3,1,40509550
Galina,52,2019-06-12,1.09,1,40516440
Cameron,2,2015-09-14,0.04,1,12303720
Christine,2,2015-08-17,0.04,1,40527701
Kat,199,2019-06-22,4.19,2,11272233
Mary,4,2016-03-31,0.08,1,15581933
Jon,4,2016-07-08,0.09,1,40206276
Natalija,0,,,1,19411025
Melody,0,,,1,22770300
Juliana,1,2015-12-12,0.02,1,27474206
Johari,63,2019-01-21,1.33,4,40532977
Sally,32,2019-06-30,1.18,1,11003269
Jessica,221,2019-06-10,4.65,2,25169596
Teddy,0,,,1,40585281
Miguel,0,,,1,40585961
Ben,174,2019-06-24,3.66,1,36195153
Leah,2,2015-11-29,0.04,1,7456416
Joon,0,,,1,23715762
Eric,5,2015-10-11,0.1,1,40591396
Jeffrey,0,,,1,3320167
Mala,1,2016-03-31,0.03,1,10872717
Adria,22,2019-04-15,0.49,1,40595718
Daniel,0,,,1,7375767
Daljit,191,2019-06-30,4.0,3,25843005
Reid,4,2016-10-31,0.12,1,40539880
Diana,91,2019-07-02,1.99,7,22577148
Nicole,14,2015-11-29,0.3,1,40608098
Bekah,2,2015-08-17,0.04,1,23420949
Nitzan,0,,,1,6623512
Sol,78,2019-05-09,2.22,5,40611169
Emily,2,2016-07-04,0.04,2,18066933
Peiyu,0,,,1,21256980
David,5,2016-10-07,0.11,1,21297782
Mindy,5,2015-11-19,0.11,1,40627479
Maggie,0,,,1,5085741
Charles,5,2017-06-30,0.11,1,16683784
Genevieve & Brett,4,2018-08-12,0.08,1,3010260
Katie,17,2017-01-01,0.36,1,36539736
Rachel,12,2018-08-25,0.25,1,1289713
Blake,88,2019-06-02,1.84,2,1036161
Yin,9,2019-06-24,0.2,1,35976278
Angela,12,2019-01-01,0.26,1,40645778
Matt,1,2015-08-09,0.02,1,40684968
Kristian,1,2016-04-16,0.03,1,910884
Data05,0,,,1,40694772
Maia,18,2019-01-03,0.5,1,40695843
Jen,5,2015-09-27,0.11,1,8692598
Liesl,0,,,1,40699990
Nadia,0,,,1,1641361
Graham,91,2018-12-31,1.95,3,40703442
Dennis,0,,,1,15905720
Taylor,3,2016-03-30,0.06,1,7876900
Sam,0,,,1,20156140
Noa,112,2019-06-06,2.38,1,16641806
Soojeong,1,2015-08-08,0.02,1,40140854
Katie,2,2018-09-24,0.06,1,1353426
Joel,35,2019-06-15,0.78,1,40735098
Aaron,15,2017-12-24,0.32,1,10784441
Catherine,1,2015-09-03,0.02,1,40732314
Max,6,2019-02-16,0.25,28,39528519
John,100,2019-06-16,2.74,3,40221604
Teodoro,2,2015-09-29,0.04,1,15931768
Anne,1,2015-08-27,0.02,1,40784273
Kevin,20,2016-09-01,0.42,2,8314981
Rui,2,2016-03-12,0.04,1,30669247
Mary,13,2019-01-02,0.28,3,8335684
Scott,45,2018-01-02,0.99,1,39060578
Elena,29,2018-10-27,0.62,1,40812784
Paul,9,2018-09-09,0.24,1,4403646
Chris,2,2015-09-29,0.04,1,40812084
Sebastian,1,2015-09-08,0.02,1,3189999
David,35,2019-06-28,0.77,1,1273607
Anita,71,2019-05-14,1.57,4,40828217
Andrew,8,2016-07-01,0.17,1,489734
Jay,0,,,1,40834217
Patricia,4,2019-06-28,2.18,1,40867860
Kevin,43,2019-06-13,1.2,1,40863179
Elana,0,,,1,514455
Esteban,96,2019-06-22,2.06,3,40874834
Kaplan,10,2016-07-18,0.21,1,8134104
Ray,113,2019-06-06,2.42,1,40877319
Eliza,1,2015-08-14,0.02,1,14139134
Jamal,1,2015-09-12,0.02,1,16000650
Vanda,70,2019-07-02,2.45,1,40895369
Beatriz & Will,176,2019-06-30,4.07,2,40895328
Jules,115,2019-07-02,2.43,1,40895919
Regard,0,,,1,1503022
Yuval,2,2016-10-13,0.04,1,2640056
E.F.,33,2018-12-06,0.83,1,10054959
Abby,7,2016-07-01,0.15,1,40905449
Kris,1,2015-08-11,0.02,1,33190103
Danuza,120,2019-06-21,2.54,1,24560401
Ana,0,,,1,3002111
Allie,9,2017-12-29,0.2,1,7285322
Gerald,99,2019-06-15,2.12,1,40958326
Jarred,2,2018-05-22,0.04,1,11048791
William,53,2019-05-27,1.19,1,4797755
Nisa,8,2016-10-10,0.17,1,4263734
Dipak,36,2019-04-17,0.77,1,1439611
Nisha Mary,0,,,1,40994490
Yi,0,,,1,40995200
Reuben,158,2019-06-30,3.47,4,1418015
Kelsie,48,2019-04-27,1.02,1,17550956
Guanshan,3,2015-09-27,0.06,1,16962694
Marc,0,,,1,19693990
Brian,1,2015-09-04,0.02,1,41046343
Tamar,10,2019-05-27,1.53,1,21150000
Jose Manuel,0,,,1,41049217
Stefan,3,2016-07-10,0.06,1,33593407
Momo,10,2018-12-14,0.24,1,5134018
Kristian,148,2019-07-02,3.24,1,11549078
Alex,17,2019-05-07,0.37,3,41059169
Maria,0,,,1,41060321
Dan And Lily,0,,,1,41060870
Emma,11,2019-04-09,0.25,1,1619994
Mei,42,2019-06-08,0.89,1,2083759
Shan,1,2015-09-14,0.02,1,12904034
Avalon,0,,,1,26358061
Mandy,16,2017-01-02,0.35,1,25847311
Rosario,9,2017-05-20,0.19,1,8375500
Emma Leigh,28,2019-06-16,0.62,1,41079797
Reymon,1,2015-09-16,0.02,1,30467944
Sabrina,4,2016-09-07,0.11,1,37353953
James,2,2015-09-30,0.04,1,16853124
Jill,1,2015-10-28,0.02,1,40080883
Brian,0,,,1,17141160
Charles,1,2015-09-07,0.02,1,6947307
Adam,0,,,1,41106580
Julia,35,2019-06-08,0.76,1,1103465
Samantha,2,2015-09-03,0.04,1,30247185
Jana,14,2019-04-19,0.37,1,41140356
Kleon,3,2017-09-30,0.07,1,41147578
John,44,2017-09-25,0.94,2,1317360
Edixon,4,2017-01-20,0.13,1,41162207
Anna,29,2019-05-22,0.74,1,5623834
Stephanie,5,2016-05-16,0.11,1,40070423
Steph,0,,,1,13612070
Heidi,68,2019-06-16,1.45,1,4068324
John,0,,,1,2327346
Eric,2,2015-09-18,0.04,1,1249116
Shichao,4,2015-08-29,0.08,1,37402024
Michael,3,2015-10-12,0.06,1,41190629
Ola,22,2019-06-08,0.48,1,11898556
Caroline,4,2016-10-15,0.09,1,41193978
C,205,2019-07-03,4.32,2,37138145
Luke,6,2019-06-21,0.33,1,36070324
Fred,0,,,1,24881130
Darsell,1,2016-09-05,0.03,1,41219108
Faith,104,2019-06-08,2.19,1,41201538
Caitlin,1,2015-09-09,0.02,1,30379314
Lauren,2,2016-05-26,0.05,1,41240531
Catherine,10,2018-11-15,0.21,1,41262382
Peter,0,,,1,13425453
Hsiang Wei,32,2019-06-29,1.24,1,41261306
Seema N James,4,2016-06-27,0.08,1,2682346
Ashley,1,2015-09-27,0.02,1,1302599
Miles,1,2015-08-31,0.02,1,40693481
Fig,1,2015-08-23,0.02,1,10786794
Garret,0,,,1,13089720
Melissa,2,2015-10-14,0.04,1,7641397
Romina,12,2019-05-21,0.26,1,41007099
Edgar,184,2019-07-02,4.83,2,19483885
Julia,99,2019-06-17,2.26,1,2610233
Georgia,39,2019-05-30,0.84,1,3147660
Danielle,0,,,1,12650039
Phong,4,2015-10-26,0.09,1,2905589
Christine,5,2018-12-31,0.11,1,7579910
Michael,2,2015-09-06,0.04,1,3064885
Mike,4,2017-01-02,0.09,1,24976518
Alyssa,40,2019-04-25,0.87,1,7634973
Chris,10,2018-02-18,0.21,2,3599088
Claire,3,2016-05-22,0.06,1,8475475
Mathew,20,2019-04-28,1.44,1,328951
Josh,27,2019-07-01,0.58,1,1246073
Calatayud Family,193,2019-06-14,4.17,1,41329387
Alex,0,,,1,41330687
Stephanie,8,2015-11-18,0.17,1,41332081
Preston,1,2015-08-24,0.02,1,14199417
Haim,63,2019-07-01,1.4,1,41367164
Patrick,0,,,1,41371043
John,121,2019-06-18,2.55,8,31304940
Agathe Et Francois,0,,,1,24570526
Logan,1,2015-08-23,0.02,1,631747
Khalid,1,2016-03-09,0.02,1,41385305
Niki,2,2016-07-02,0.05,1,41392993
Natalie,23,2019-06-07,0.52,1,24629261
Nichole,0,,,1,41405875
George,214,2019-06-19,4.5,1,41406733
Abdirazak,9,2017-05-24,0.25,1,41411996
Dan,3,2015-10-05,0.06,1,41411803
Jeffrey,309,2019-07-07,6.61,1,8552927
Christine,39,2019-05-31,0.83,1,735786
Gehad,9,2017-10-15,0.33,1,6181443
Braden,0,,,1,2577242
Michelle,7,2016-11-27,0.15,1,27655084
Andy,39,2019-06-16,0.84,1,8554194
Aldi,148,2019-06-23,3.18,3,24559181
Justine,52,2019-06-23,1.11,1,40548594
Prem,0,,,1,9367710
Dins,2,2015-08-30,0.04,1,36264666
Joey,6,2017-06-25,0.13,2,40511631
Furkan,1,2015-08-20,0.02,1,41464907
Craig,11,2018-07-24,0.23,1,17714726
Mya,0,,,1,30541205
Eileen,152,2019-06-30,3.25,1,17382996
Sachiko,227,2019-06-21,4.83,1,39840590
Maya,2,2016-07-04,0.05,1,25613217
Tom & Nic,105,2019-06-27,2.25,2,4769886
Keisha,106,2019-06-26,2.23,1,10659447
Emilia,2,2016-09-02,0.04,1,1212731
Natalie,2,2015-09-27,0.04,1,38337141
Meredith,1,2015-09-07,0.02,1,37282412
Andres,0,,,1,3593739
Jennifer,2,2015-12-02,0.04,1,10447370
Kelsey,1,2016-07-01,0.03,1,41543076
Laura,6,2016-05-07,0.13,1,66354
Austin,1,2015-08-27,0.02,1,41565192
Nauman,2,2016-12-04,0.05,2,7139819
Baptiste,3,2015-08-31,0.06,1,20792304
Hadi,0,,,1,41574770
Angele,61,2019-03-28,1.39,3,119441
Julian,0,,,1,1330961
D.,70,2019-06-24,1.48,1,41619645
Olivia,0,,,1,41620310
Natasha,25,2016-07-22,0.55,1,1830864
Mark,0,,,1,39531775
Adrienne,8,2017-07-30,0.17,1,598090
Jody,1,2015-08-19,0.02,1,41644172
Eileen,5,2016-09-19,0.11,1,39472987
(Ari) HENRY LEE,3,2017-12-08,0.06,1,40605120
Vera,2,2015-09-26,0.04,1,2697468
Annie,5,2015-10-28,0.11,1,32828988
Beatriz,9,2019-06-02,0.2,1,41657584
Aya,11,2018-10-01,0.24,1,37728157
Ben,105,2019-06-11,2.26,3,41658748
Zhaoyu,2,2015-09-15,0.04,1,29599415
Amanda,2,2015-11-09,0.04,1,4646764
Andrea,5,2016-02-25,0.11,1,41666655
Doreen,1,2015-09-05,0.02,1,41667978
Richy,121,2019-06-01,2.58,1,3041587
Luke,21,2019-06-15,2.31,1,21657314
Hannes,3,2015-12-19,0.06,1,16430135
Monika,45,2019-06-28,1.06,1,15904258
Conor,5,2017-12-29,0.13,2,4152479
Suraj,16,2019-06-29,0.72,1,24732939
George,9,2018-01-02,0.25,1,1696219
Amy,0,,,1,18118610
Hannah,3,2016-09-06,0.08,1,2405940
Alex,92,2019-07-03,2.02,1,2010157
Kyle,10,2017-10-08,0.28,1,22282829
Arianna & Z,226,2019-06-10,4.78,2,2339049
Leonie,1,2016-09-11,0.03,1,5719436
Ehi,3,2016-09-24,0.07,1,29235148
George - Francis,3,2016-03-27,0.06,2,41743945
Miranda,1,2015-09-07,0.02,1,20336015
Amy,98,2019-06-23,2.13,1,41747327
Nathan,1,2015-09-27,0.02,1,16262059
Sara,6,2018-03-01,0.17,1,41757762
Jesse,1,2016-01-17,0.02,1,10399992
Austin,0,,,1,41760536
Jill,14,2016-05-21,0.3,1,4549552
Adrian,93,2019-06-05,3.37,1,36089884
Dan,8,2018-09-04,0.19,1,6272532
Prachal,0,,,1,15102423
Shinsuke,1,2015-09-06,0.02,1,41775303
Jason,153,2019-06-21,3.27,3,6444987
Kilolo,0,,,1,6238742
Anisha,0,,,1,41810578
Anthony,232,2019-06-19,5.0,3,1453898
Aditya,0,,,1,6312322
Ryan,0,,,1,28398689
Michael,10,2017-06-10,0.28,2,41827222
Adrianna,1,2015-09-07,0.02,1,21468915
Rosie,11,2019-01-01,0.93,1,109981
Simon,0,,,2,40336543
Luz,20,2018-09-25,0.43,1,41764756
Jimmy,0,,,1,8363605
Asif,42,2019-04-30,0.89,1,12589844
Lily,5,2017-01-14,0.11,1,2128535
Bailey,2,2015-09-26,0.04,1,5504415
Priscilla,2,2016-08-23,0.04,1,355259
Jesse,5,2016-06-28,0.11,1,26297795
Jeeku,159,2019-06-24,3.4,1,7020836
Austin,2,2015-10-03,0.04,1,41919914
Linda & Didier,73,2019-06-30,1.73,1,119445
David,9,2018-02-25,0.19,1,1696218
Jonathan,120,2019-07-04,2.61,2,292522
Andres And Salina,25,2019-07-06,0.54,1,7057608
Sam,3,2016-07-27,0.06,1,11081810
Julia,53,2019-07-01,1.16,2,3333577
Noah,0,,,1,41939599
Ryan,2,2016-06-19,0.05,2,10556524
Mercedes,10,2017-01-03,0.25,1,2665690
Erin,8,2015-11-10,0.17,1,41951749
Nkatha,10,2019-06-14,0.29,2,6263244
Danielle,0,,,1,32502064
Lindsay,3,2015-10-12,0.06,2,5555793
Megan,4,2016-10-16,0.09,1,3251778
Robert,0,,,1,32088026
Adam,9,2016-04-19,0.19,1,42008401
Skye,22,2018-12-17,0.47,1,2762022
Michael,0,,,1,42030960
Olivia,0,,,1,42034713
Paolo,68,2019-06-19,1.46,1,2781031
Arielle,1,2015-09-07,0.02,1,42043282
Siebren,8,2019-03-10,0.17,1,4094837
Regi,3,2016-06-20,0.07,1,24707895
Owen,1,2015-10-06,0.02,1,42045746
Donavan,77,2019-07-03,1.67,1,780477
Jose,250,2019-07-02,5.36,1,42050222
Mariand,0,,,1,4831239
Samantha,0,,,1,39651842
Ruth,5,2019-06-22,0.11,1,20233558
Brent,4,2015-11-29,0.09,1,42073103
Alexander,2,2015-10-17,0.04,1,1287826
Farah,2,2017-07-12,0.04,1,5828974
Katherine,3,2016-07-20,0.07,1,42082221
Judith,85,2018-06-03,1.83,1,42082780
Lovelynn,95,2019-07-04,2.09,1,12986426
Pete,11,2016-09-03,0.23,1,12739246
Marissa,2,2015-09-21,0.04,1,37801911
Telitha,26,2017-01-02,0.58,1,27331181
Michelle,0,,,1,42125531
Richard,0,,,1,27712561
Aria,3,2018-05-29,0.06,1,41112084
Erica,54,2019-05-19,1.15,1,13037911
Anna,8,2018-06-09,0.17,1,43671
Nick,15,2019-07-06,0.39,1,32218896
Alicia And Zach,14,2017-01-02,0.31,1,15311573
Zack,8,2017-07-26,0.17,1,6491050
Ricardo,109,2019-06-02,2.37,1,42154621
Ben,14,2019-07-03,0.3,2,30487854
Jeremy,0,,,1,34149113
Tzooli And Ay,173,2019-07-01,3.8,2,4277896
Jessica,2,2015-08-28,0.04,1,42160853
Kathleen,32,2019-01-01,1.63,1,276042
Jill,0,,,1,83834
Chad & David,80,2019-07-02,1.71,1,38793847
Etienne,36,2019-05-27,0.77,1,3318161
Isaac,0,,,1,42215969
Jennifer,11,2017-07-28,0.24,1,975656
Abby,7,2015-10-22,0.15,2,9835167
Marianne,24,2019-04-18,0.52,2,30529
Rachel,0,,,1,40536602
Nicole,9,2017-05-19,0.2,1,42233780
Ronnie,17,2019-06-16,0.37,1,3348610
Wilson,287,2019-07-06,7.31,1,42243297
James,4,2019-01-03,0.09,1,11360525
Coco,19,2019-02-19,0.46,2,390117
Maggie,59,2019-07-05,1.26,1,37849636
Courtney,2,2017-12-07,0.04,1,3491228
Christian,133,2019-06-28,2.85,1,1883133
C-S,12,2019-05-11,0.25,2,42295490
Tessa Marie,16,2016-01-14,0.34,1,16762482
Monica,3,2016-11-26,0.07,1,21267483
Donna,128,2019-06-15,2.74,1,48165
Terrie,33,2019-06-24,2.96,1,8687068
Lyuba,2,2015-10-12,0.04,1,42309351
Tessa,0,,,1,24496111
Guilherme,17,2018-03-31,0.36,1,29338009
Gabi,2,2018-01-01,0.04,1,38857566
Matthew,1,2015-09-06,0.02,1,42315851
Cass,1,2015-10-08,0.02,1,259826
Sara,0,,,2,20413250
Timothy,3,2015-10-24,0.07,1,42320409
Mike,6,2016-08-01,0.14,1,12474780
Yi-Chen,11,2016-04-23,0.24,2,21787440
Ethan,76,2016-09-29,1.65,1,1444040
Marlow,0,,,1,10779300
Gwen,28,2019-05-15,0.6,1,312080
Momo,30,2019-05-21,0.66,1,40082650
Josie,15,2017-04-19,0.32,1,20490026
Michelle,0,,,1,36640518
Danny,1,2015-09-08,0.02,2,22221590
Ayse,4,2016-05-28,0.1,1,28185540
Miriam,1,2015-09-24,0.02,1,2073942
Mallory,3,2015-11-01,0.07,1,42418809
Jovan & Zaga,4,2016-02-13,0.09,1,1346505
Orlando,22,2017-01-01,0.47,1,42237225
Jason,4,2015-09-21,0.09,1,58546
Sun,0,,,1,42436366
Glenn,2,2016-09-28,0.06,1,1229609
Hannah,7,2016-08-15,0.15,1,183594
Erin,54,2019-06-22,1.17,1,42404417
Tony,151,2019-06-17,3.32,1,42488595
John,2,2015-12-30,0.04,1,23027887
Peter,6,2016-06-06,0.13,1,42524168
Emily,3,2015-09-25,0.06,1,16396888
Devon,15,2017-01-03,0.32,1,39084892
Jane,0,,,1,3367355
Erin,1,2015-09-18,0.02,1,1112829
Fma,32,2017-05-09,0.7,2,42535703
Roman,7,2018-05-18,0.15,1,965061
Vinny,27,2019-07-04,0.78,1,2799733
Amelie & Pascal,115,2019-06-10,2.47,1,4304095
Joe,107,2019-06-09,3.04,1,1100659
Brigitte,81,2017-07-27,1.94,1,42586851
Sue,8,2018-05-31,0.17,1,4671519
Rory,0,,,1,5072735
Irene,10,2019-01-01,0.22,1,2928867
Tyson,0,,,1,42601948
Stephanie,15,2019-05-19,0.39,2,4205261
Frank,9,2016-09-11,0.2,1,19510122
Yegor,0,,,1,3958647
Matthew,16,2018-11-05,0.34,1,7890158
Evy,86,2019-06-27,1.9,2,1433657
John,141,2019-04-28,3.04,2,42619297
Scott,2,2015-11-01,0.04,1,7363236
Edward,1,2015-09-16,0.02,1,42623155
Josh,72,2019-06-16,1.57,2,29896455
Louise,2,2015-10-11,0.04,1,22470446
Timur,74,2019-07-05,1.6,1,36481078
Garvin,0,,,1,40085749
Henri,20,2019-07-02,1.46,1,42660040
Rachel,2,2016-08-07,0.04,1,42667448
Alexandra,121,2019-07-02,2.59,1,14946082
Marie,14,2018-01-01,0.3,2,42691960
Zac,0,,,1,9489975
Ryan,1,2015-09-08,0.02,1,15585119
Yudu,0,,,1,42700722
Ersellia,18,2019-07-04,0.39,1,42701501
Chris,1,2015-08-31,0.02,1,12483260
Phuong,32,2019-06-22,0.69,3,18655157
Anita,9,2018-12-01,0.2,1,42718751
Alex,0,,,1,17377835
Jenn,2,2016-01-06,0.04,1,20739852
Yessenia,10,2016-06-19,0.22,1,39156453
Natasha,2,2015-09-28,0.04,1,16420179
Megan,3,2015-12-01,0.06,1,5489956
Nadalie,1,2017-06-04,0.04,1,26163238
Filippo,15,2016-10-24,0.35,1,42788707
Vishnu,1,2015-10-03,0.02,1,1831760
Gia,2,2016-01-07,0.04,1,23613165
Mel,86,2019-06-28,1.84,3,7380428
Pon,1,2015-09-13,0.02,1,202211
Marie,40,2018-10-01,0.87,1,19668001
Irisha,59,2019-06-09,1.58,3,42814202
Katie,2,2015-09-27,0.04,1,2035326
Cory,13,2019-01-11,0.28,1,32441059
Amandine,2,2015-11-29,0.04,1,23075765
Alexandra,2,2015-10-26,0.04,1,9659956
Sarah,3,2016-07-29,0.08,1,19058116
Jennifer,9,2018-12-30,0.24,1,722831
Ari,2,2015-11-26,0.04,1,1106804
Elaine,3,2016-04-20,0.07,1,37670256
Dogan,81,2019-05-27,1.75,1,42874738
Craig,0,,,1,10606799
Jacob,5,2019-05-21,0.14,1,8301365
Chris,3,2019-04-17,0.09,1,42911814
Ilton,47,2019-06-23,1.01,1,3228421
April,0,,,1,16746108
Tasia,1,2015-11-05,0.02,2,3692257
Majd,0,,,1,13164593
Stephen,5,2018-06-28,0.11,1,17478311
John,2,2017-09-22,0.04,1,42942193
Rebecca,14,2019-01-01,0.31,1,4983838
George,100,2019-06-30,2.15,1,33519200
Prashanth,8,2017-08-21,0.18,1,42951928
Vapee,55,2019-06-21,1.29,1,42959506
Autumn,4,2015-10-24,0.09,1,27362570
Victoria,1,2015-10-12,0.02,1,7849109
Tom,0,,,1,33747092
Kent,0,,,1,42991737
Andres,5,2018-06-01,0.11,1,2126994
Kelly,0,,,1,18223173
Carole,6,2016-11-27,0.13,1,24430182
Liz,10,2016-09-14,0.25,1,7950356
Ardis,32,2019-06-21,0.72,1,43007744
Rebeckah,14,2017-01-02,0.3,1,12796091
James,1,2015-09-13,0.02,1,8860559
Benjamin,51,2018-10-27,1.28,1,5983145
Maythem,5,2015-10-19,0.11,1,24982391
Kaila,1,2015-09-26,0.02,1,1740952
Michelle,43,2019-06-12,0.94,1,43034440
Autumn,170,2019-06-24,3.64,1,43038322
Angela,101,2019-06-24,2.19,1,34920172
John,3,2015-10-12,0.06,1,19966390
Shakeh,5,2016-09-30,0.11,1,28888685
Pat,6,2019-04-26,0.13,1,43052750
Leyla,18,2019-06-22,0.38,1,43075550
Angel,0,,,1,11315661
Jordan,8,2016-03-04,0.17,1,41087164
Ema,3,2016-07-10,0.06,1,43082153
Alyshia,200,2019-07-02,4.31,1,22372311
Maggie,0,,,1,6816235
Elizabeth,0,,,1,43091823
Jennifer,126,2019-06-25,2.7,1,43092626
Devon,19,2016-07-01,0.41,1,9862206
Sharan,4,2016-06-23,0.09,1,19990876
Miguel,3,2016-11-18,0.06,1,2881763
Joe,3,2016-05-30,0.07,1,6101617
Alessandro,2,2015-10-02,0.04,1,1510638
Maria,13,2019-06-16,0.28,1,19982835
Robbin,129,2019-06-06,2.8,2,43108922
Jeff,24,2019-05-31,0.95,7,20912691
Shea,1,2015-09-09,0.02,1,43119699
Christopher,1,2015-09-22,0.02,1,41466973
Danielle,111,2019-06-10,2.44,1,43134580
Julien,3,2015-10-19,0.07,1,12485696
Julia,0,,,1,14196588
Rebekah,147,2019-06-18,3.19,1,38378985
Sophie,7,2016-01-02,0.15,2,27990825
Lenny,113,2019-06-21,2.46,1,43137812
Jocelyn,1,2015-09-13,0.02,1,9511935
Michelle,7,2019-06-22,0.15,1,20538121
Dave,48,2019-06-22,1.07,1,10963050
Keith,2,2015-09-27,0.04,1,43175172
Mez,2,2015-09-23,0.04,1,2182167
Steven,14,2018-06-28,0.42,1,56350
Philip,2,2016-05-01,0.04,1,22751337
Marie,0,,,1,6898461
Anne,27,2018-09-03,0.58,1,333195
Elyse,11,2018-04-13,0.24,1,1597935
Gina,1,2017-03-19,0.04,1,43203249
Mila,3,2016-08-14,0.06,1,13184549
Laura,0,,,1,31804977
Pj,0,,,1,13871584
Basil And Jacqueline,11,2017-06-22,0.25,2,2808153
Roberto,0,,,1,28421010
Fabiana,11,2016-06-09,0.24,1,10473601
Jaimie,9,2018-10-02,0.2,1,13076168
Aaron,2,2015-09-18,0.04,1,7430851
Jacqueline,1,2017-01-31,0.03,1,43226806
Yonatan,1,2015-10-11,0.02,1,24128401
Tara,1,2015-09-06,0.02,1,43257501
Pratik,21,2019-06-14,0.46,1,32791632
Meredith,0,,,1,11268108
Leela,9,2019-06-29,0.21,1,3039478
Umar,3,2015-12-28,0.07,1,4307662
Alexandra,1,2015-12-16,0.02,1,1194064
Vicky,24,2017-01-02,0.52,1,9911159
Damien,147,2019-06-18,3.24,1,43282186
Amy,146,2019-06-19,3.14,1,22572797
Lauren,0,,,1,17686601
Ivory,0,,,1,43286973
Essam,100,2019-06-26,2.16,1,19477617
Minka,0,,,1,4998154
Alex,1,2015-10-13,0.02,1,43299973
Monty,7,2015-10-30,0.15,1,43302952
Mandi,0,,,1,13563861
Gordon M,34,2019-05-01,0.73,4,43298076
Bridgett,255,2019-06-27,5.46,1,28025816
Chester,157,2019-07-05,3.4,1,7806471
Anne,4,2018-08-03,0.09,1,42849963
Sam And Roxanna,146,2019-06-20,3.13,1,22529847
David,21,2019-04-08,1.06,1,19379151
Lia,31,2019-06-21,0.67,1,43361668
Alec & Laura,78,2019-06-03,1.79,1,4591602
Sinaly,9,2019-05-27,0.2,5,43371802
John,0,,,1,43370599
Caroline,2,2016-04-01,0.04,1,11004198
Ben,0,,,1,37440683
Dmitry,0,,,1,41962603
Valvil,4,2018-09-10,0.09,1,43390488
Cristian,8,2019-06-17,0.2,2,43330303
