neighbourhood,neighbourhood_group,listing_id
Hell's Kitchen,Manhattan,9836642
Bedford-Stuyvesant,Brooklyn,9836940
Bedford-Stuyvesant,Brooklyn,9836960
Fort Hamilton,Brooklyn,9837205
Bedford-Stuyvesant,Brooklyn,9837588
Bushwick,Brooklyn,9838053
East Village,Manhattan,9838145
Brooklyn Heights,Brooklyn,9838585
Upper West Side,Manhattan,9838832
Washington Heights,Manhattan,9838920
Harlem,Manhattan,9839017
Astoria,Queens,9839263
East Village,Manhattan,9839378
Williamsburg,Brooklyn,9839532
Sheepshead Bay,Brooklyn,9839906
West Village,Manhattan,9840355
Upper West Side,Manhattan,9841191
Bedford-Stuyvesant,Brooklyn,9841695
East Harlem,Manhattan,9842117
Financial District,Manhattan,9842363
Hell's Kitchen,Manhattan,9842492
Greenwich Village,Manhattan,9842780
Morningside Heights,Manhattan,9843277
Greenpoint,Brooklyn,9843634
East New York,Brooklyn,9843884
Gramercy,Manhattan,9843892
Prospect-Lefferts Gardens,Brooklyn,9843956
Kensington,Brooklyn,9844047
Prospect-Lefferts Gardens,Brooklyn,9844161
Prospect-Lefferts Gardens,Brooklyn,9844482
Prospect-Lefferts Gardens,Brooklyn,9844509
Williamsburg,Brooklyn,9844805
Greenwich Village,Manhattan,9844892
Midtown,Manhattan,9845284
Bushwick,Brooklyn,9845314
Mott Haven,Bronx,9846114
East Village,Manhattan,9846616
East Village,Manhattan,9847917
Bedford-Stuyvesant,Brooklyn,9851704
Hell's Kitchen,Manhattan,9853674
Morningside Heights,Manhattan,9853884
East Village,Manhattan,9853919
SoHo,Manhattan,9854420
Midtown,Manhattan,9855028
Tribeca,Manhattan,9855043
Hell's Kitchen,Manhattan,9855273
Greenpoint,Brooklyn,9855566
Lower East Side,Manhattan,9855876
Inwood,Manhattan,9856683
Bedford-Stuyvesant,Brooklyn,9856995
Bedford-Stuyvesant,Brooklyn,9857249
Chelsea,Manhattan,9857658
Tribeca,Manhattan,9857920
Williamsburg,Brooklyn,9857967
Astoria,Queens,9858259
Midtown,Manhattan,9858642
Hell's Kitchen,Manhattan,9858645
Ditmars Steinway,Queens,9859181
Harlem,Manhattan,9859888
Theater District,Manhattan,9860190
Williamsburg,Brooklyn,9860571
Theater District,Manhattan,9860670
Theater District,Manhattan,9860948
Theater District,Manhattan,9861196
Park Slope,Brooklyn,9861323
Financial District,Manhattan,9861747
Upper West Side,Manhattan,9861797
Upper West Side,Manhattan,9862199
Chelsea,Manhattan,9862831
Bay Ridge,Brooklyn,9862872
Fort Greene,Brooklyn,9862913
Greenpoint,Brooklyn,9863097
Crown Heights,Brooklyn,9863626
Midtown,Manhattan,9864121
Boerum Hill,Brooklyn,9864137
Greenwich Village,Manhattan,9864199
Midtown,Manhattan,9864749
Midtown,Manhattan,9864900
Gramercy,Manhattan,9864926
Lower East Side,Manhattan,9865262
Flatbush,Brooklyn,9865344
Chelsea,Manhattan,9865374
Gramercy,Manhattan,9865506
Hell's Kitchen,Manhattan,9865901
Midtown,Manhattan,9866039
Harlem,Manhattan,9866779
Williamsburg,Brooklyn,9867629
Lower East Side,Manhattan,9872904
Bushwick,Brooklyn,9874042
Greenpoint,Brooklyn,9874418
Theater District,Manhattan,9874710
Upper East Side,Manhattan,9875791
Harlem,Manhattan,9875822
East Flatbush,Brooklyn,9876335
Bushwick,Brooklyn,9876492
Williamsburg,Brooklyn,9876971
Midtown,Manhattan,9877776
Williamsburg,Brooklyn,9879167
Williamsburg,Brooklyn,9879216
Hell's Kitchen,Manhattan,9879235
Upper East Side,Manhattan,9879556
Upper East Side,Manhattan,9879796
Midtown,Manhattan,9880049
Washington Heights,Manhattan,9880140
Bushwick,Brooklyn,9880294
Midtown,Manhattan,9880495
Bedford-Stuyvesant,Brooklyn,9880664
Hell's Kitchen,Manhattan,9880673
Midtown,Manhattan,9880827
Astoria,Queens,9881195
West Village,Manhattan,9881339
Chelsea,Manhattan,9881516
Midtown,Manhattan,9881685
Williamsburg,Brooklyn,9882012
Bedford-Stuyvesant,Brooklyn,9882147
Stapleton,Staten Island,9882254
Greenpoint,Brooklyn,9882271
Hell's Kitchen,Manhattan,9882440
Lower East Side,Manhattan,9883197
Williamsburg,Brooklyn,9883768
Upper East Side,Manhattan,9883870
Lower East Side,Manhattan,9884175
Midtown,Manhattan,9884237
Long Island City,Queens,9884516
East Village,Manhattan,9884725
West Village,Manhattan,9885430
East Village,Manhattan,9885501
Chelsea,Manhattan,9885815
Chinatown,Manhattan,9885866
Crown Heights,Brooklyn,9886034
East Harlem,Manhattan,9886606
Crown Heights,Brooklyn,9886735
Upper West Side,Manhattan,9887326
Williamsburg,Brooklyn,9887681
Long Island City,Queens,9887763
Flatbush,Brooklyn,9888174
Astoria,Queens,9894602
Harlem,Manhattan,9894741
Upper East Side,Manhattan,9894820
Long Island City,Queens,9895587
Harlem,Manhattan,9896731
Harlem,Manhattan,9897418
Murray Hill,Manhattan,9898107
Bedford-Stuyvesant,Brooklyn,9898409
Upper East Side,Manhattan,9898894
Long Island City,Queens,9899132
Greenpoint,Brooklyn,9899499
Nolita,Manhattan,9899970
East Flatbush,Brooklyn,9900100
Harlem,Manhattan,9900120
Upper West Side,Manhattan,9900224
East Harlem,Manhattan,9900885
East Flatbush,Brooklyn,9901423
Prospect Heights,Brooklyn,9901546
Financial District,Manhattan,9901614
Upper West Side,Manhattan,9901706
Upper West Side,Manhattan,9902123
Upper West Side,Manhattan,9902263
Greenpoint,Brooklyn,9902314
Williamsburg,Brooklyn,9902343
Harlem,Manhattan,9902915
West Village,Manhattan,9902932
Chinatown,Manhattan,9903132
East Village,Manhattan,9904386
Midtown,Manhattan,9904570
East Village,Manhattan,9905142
Harlem,Manhattan,9905474
Greenwich Village,Manhattan,9906178
Hell's Kitchen,Manhattan,9906415
Greenwich Village,Manhattan,9906768
Lower East Side,Manhattan,9907257
Clinton Hill,Brooklyn,9908067
East Village,Manhattan,9908400
Midtown,Manhattan,9910133
Williamsburg,Brooklyn,9911887
Fort Greene,Brooklyn,9915508
Prospect-Lefferts Gardens,Brooklyn,9915643
Bedford-Stuyvesant,Brooklyn,9916371
Gowanus,Brooklyn,9917384
Morningside Heights,Manhattan,9918524
Fort Greene,Brooklyn,9918963
East Village,Manhattan,9919042
Prospect-Lefferts Gardens,Brooklyn,9919518
Middle Village,Queens,9919728
Williamsburg,Brooklyn,9920191
Ridgewood,Queens,9920363
Greenwich Village,Manhattan,9920607
Chinatown,Manhattan,9920626
Prospect-Lefferts Gardens,Brooklyn,9920941
Bedford-Stuyvesant,Brooklyn,9921366
Bedford-Stuyvesant,Brooklyn,9921802
Hell's Kitchen,Manhattan,9922513
South Slope,Brooklyn,9922753
Flatbush,Brooklyn,9923319
Williamsburg,Brooklyn,9923485
Williamsburg,Brooklyn,9923887
Greenpoint,Brooklyn,9924665
Flatiron District,Manhattan,9925100
Williamsburg,Brooklyn,9925373
Williamsburg,Brooklyn,9925507
Lower East Side,Manhattan,9925760
Bushwick,Brooklyn,9926058
Greenwich Village,Manhattan,9926377
Kensington,Brooklyn,9926520
Murray Hill,Manhattan,9926599
Hell's Kitchen,Manhattan,9926792
Crown Heights,Brooklyn,9926917
Bushwick,Brooklyn,9926940
Williamsburg,Brooklyn,9927400
Williamsburg,Brooklyn,9927666
Bedford-Stuyvesant,Brooklyn,9928024
Williamsburg,Brooklyn,9928031
Greenpoint,Brooklyn,9928644
Harlem,Manhattan,9931841
Prospect-Lefferts Gardens,Brooklyn,9933667
Bedford-Stuyvesant,Brooklyn,9934510
Williamsburg,Brooklyn,9934696
Sheepshead Bay,Brooklyn,9935095
Lower East Side,Manhattan,9935509
Crown Heights,Brooklyn,9935737
Gowanus,Brooklyn,9935888
East Harlem,Manhattan,9935894
Clinton Hill,Brooklyn,9935949
Financial District,Manhattan,9935992
Morningside Heights,Manhattan,9936109
South Slope,Brooklyn,9936805
Bedford-Stuyvesant,Brooklyn,9937307
Bedford-Stuyvesant,Brooklyn,9937333
Upper West Side,Manhattan,9937434
Upper East Side,Manhattan,9937547
Midtown,Manhattan,9937558
Midtown,Manhattan,9937667
Midtown,Manhattan,9938066
Midtown,Manhattan,9938208
Bushwick,Brooklyn,9938594
Williamsburg,Brooklyn,9938746
South Slope,Brooklyn,9939029
Roosevelt Island,Manhattan,9940253
South Slope,Brooklyn,9940337
Chelsea,Manhattan,9940966
Bedford-Stuyvesant,Brooklyn,9941890
Inwood,Manhattan,9943111
Upper West Side,Manhattan,9943258
Sunnyside,Queens,9943427
Upper West Side,Manhattan,9943776
Williamsburg,Brooklyn,9943876
Chinatown,Manhattan,9944013
Ozone Park,Queens,9944320
Bedford-Stuyvesant,Brooklyn,9944415
Battery Park City,Manhattan,9944426
Hell's Kitchen,Manhattan,9944710
Bedford-Stuyvesant,Brooklyn,9944808
Lower East Side,Manhattan,9944860
Brooklyn Heights,Brooklyn,9945127
Hell's Kitchen,Manhattan,9945496
Williamsburg,Brooklyn,9945515
Greenwich Village,Manhattan,9950923
Bedford-Stuyvesant,Brooklyn,9952636
Crown Heights,Brooklyn,9953403
Lower East Side,Manhattan,9953443
Kips Bay,Manhattan,9953924
Williamsburg,Brooklyn,9954585
Lower East Side,Manhattan,9955143
Greenpoint,Brooklyn,9955765
East Harlem,Manhattan,9955886
Harlem,Manhattan,9956834
Upper East Side,Manhattan,9956933
Williamsburg,Brooklyn,9957205
Richmond Hill,Queens,9957535
Long Island City,Queens,9958322
Kips Bay,Manhattan,9958442
Upper West Side,Manhattan,9958558
Astoria,Queens,9959328
Morningside Heights,Manhattan,9959880
Harlem,Manhattan,9960135
Crown Heights,Brooklyn,9965305
Crown Heights,Brooklyn,9966717
Clinton Hill,Brooklyn,9967218
Upper East Side,Manhattan,9967360
Williamsburg,Brooklyn,9968223
Battery Park City,Manhattan,9968402
Upper East Side,Manhattan,9969559
Morningside Heights,Manhattan,9969565
South Slope,Brooklyn,9969773
East Village,Manhattan,9970462
Williamsburg,Brooklyn,9970995
West Village,Manhattan,9971730
West Village,Manhattan,9973134
Ditmars Steinway,Queens,9973211
Hell's Kitchen,Manhattan,9973600
Upper West Side,Manhattan,9973654
Williamsburg,Brooklyn,9973680
Flatbush,Brooklyn,9973900
Harlem,Manhattan,9975425
Flatbush,Brooklyn,9975682
East Village,Manhattan,9976190
Greenpoint,Brooklyn,9976264
Kensington,Brooklyn,9976536
Upper East Side,Manhattan,9976820
West Village,Manhattan,9976986
Midtown,Manhattan,9977113
Tribeca,Manhattan,9977283
Tribeca,Manhattan,9977322
East Village,Manhattan,9978426
East Village,Manhattan,9978606
Bedford-Stuyvesant,Brooklyn,9978664
East Village,Manhattan,9978722
Corona,Queens,9979094
Theater District,Manhattan,9979270
Upper West Side,Manhattan,9979707
Upper West Side,Manhattan,9984143
Park Slope,Brooklyn,9985852
Hell's Kitchen,Manhattan,9987456
Bedford-Stuyvesant,Brooklyn,9987543
Astoria,Queens,9988233
Flatbush,Brooklyn,9988434
Astoria,Queens,9989616
Upper West Side,Manhattan,9989842
Gramercy,Manhattan,9990026
Bedford-Stuyvesant,Brooklyn,9990200
Jackson Heights,Queens,9990448
Williamsburg,Brooklyn,9990560
West Village,Manhattan,9991265
Midtown,Manhattan,9991319
Harlem,Manhattan,9992479
Harlem,Manhattan,9992525
Midtown,Manhattan,9992743
Williamsburg,Brooklyn,9992903
East Harlem,Manhattan,9994304
Williamsburg,Brooklyn,9994765
Flatbush,Brooklyn,9995077
Bedford-Stuyvesant,Brooklyn,9995163
Lower East Side,Manhattan,9995513
East Village,Manhattan,9995719
Williamsburg,Brooklyn,9995725
Williamsburg,Brooklyn,9996144
Park Slope,Brooklyn,9996642
Bedford-Stuyvesant,Brooklyn,9996793
Morningside Heights,Manhattan,9996830
Astoria,Queens,9996946
Ditmars Steinway,Queens,9997006
East Village,Manhattan,9997433
Chelsea,Manhattan,9997449
Bushwick,Brooklyn,9997702
Nolita,Manhattan,9997980
Chinatown,Manhattan,9998091
East Village,Manhattan,9998154
Crown Heights,Brooklyn,9998296
Hell's Kitchen,Manhattan,9998688
Bedford-Stuyvesant,Brooklyn,9998898
Upper West Side,Manhattan,9998930
Long Island City,Queens,9999220
Bedford-Stuyvesant,Brooklyn,9999252
Upper East Side,Manhattan,9999351
Upper West Side,Manhattan,9999939
Flatbush,Brooklyn,10000070
Bedford-Stuyvesant,Brooklyn,10000470
Upper West Side,Manhattan,10000943
Astoria,Queens,10001022
Tribeca,Manhattan,10002428
Harlem,Manhattan,10008615
Washington Heights,Manhattan,10008874
Murray Hill,Manhattan,10009737
Washington Heights,Manhattan,10010012
Upper West Side,Manhattan,10010845
Upper West Side,Manhattan,10011009
Harlem,Manhattan,10011086
Bushwick,Brooklyn,10011763
Murray Hill,Manhattan,10011850
Williamsburg,Brooklyn,10012292
Williamsburg,Brooklyn,10012372
Williamsburg,Brooklyn,10012551
Lower East Side,Manhattan,10013355
Lower East Side,Manhattan,10013750
Morris Heights,Bronx,10014783
Prospect-Lefferts Gardens,Brooklyn,10015137
Midtown,Manhattan,10015195
Upper West Side,Manhattan,10015258
Williamsburg,Brooklyn,10015340
Murray Hill,Manhattan,10016124
Midtown,Manhattan,10016343
Lower East Side,Manhattan,10016353
Midtown,Manhattan,10016503
Murray Hill,Manhattan,10016601
Murray Hill,Manhattan,10016832
East Elmhurst,Queens,10017050
Murray Hill,Manhattan,10017087
Williamsburg,Brooklyn,10017099
Murray Hill,Manhattan,10017170
Hell's Kitchen,Manhattan,10017359
Kips Bay,Manhattan,10017458
Murray Hill,Manhattan,10017561
Inwood,Manhattan,10017871
East Village,Manhattan,10017920
Williamsburg,Brooklyn,10018549
Financial District,Manhattan,10018550
Gowanus,Brooklyn,10018963
Crown Heights,Brooklyn,10019023
Gramercy,Manhattan,10019312
Harlem,Manhattan,10019335
Bushwick,Brooklyn,10019508
West Village,Manhattan,10020060
Clinton Hill,Brooklyn,10020815
Crown Heights,Brooklyn,10021301
Williamsburg,Brooklyn,10021499
Upper West Side,Manhattan,10021643
Jackson Heights,Queens,10021680
Bushwick,Brooklyn,10021707
Greenwich Village,Manhattan,10021820
Midtown,Manhattan,10022144
Harlem,Manhattan,10022956
Upper West Side,Manhattan,10022997
Hell's Kitchen,Manhattan,10023629
Bedford-Stuyvesant,Brooklyn,10023653
Lower East Side,Manhattan,10030753
Gramercy,Manhattan,10030920
Upper East Side,Manhattan,10031336
Lower East Side,Manhattan,10031436
Chinatown,Manhattan,10031678
Hell's Kitchen,Manhattan,10031902
Upper East Side,Manhattan,10031933
Morningside Heights,Manhattan,10032285
SoHo,Manhattan,10032487
Upper West Side,Manhattan,10032495
East Harlem,Manhattan,10032560
Hell's Kitchen,Manhattan,10033868
Williamsburg,Brooklyn,10034090
Greenpoint,Brooklyn,10034187
Williamsburg,Brooklyn,10034364
Bedford-Stuyvesant,Brooklyn,10034493
Bushwick,Brooklyn,10034709
Hell's Kitchen,Manhattan,10034817
Upper East Side,Manhattan,10035023
Upper West Side,Manhattan,10035098
Greenpoint,Brooklyn,10035471
Bedford-Stuyvesant,Brooklyn,10035706
Crown Heights,Brooklyn,10035920
Battery Park City,Manhattan,10035950
Chelsea,Manhattan,10036313
Bedford-Stuyvesant,Brooklyn,10036394
East Harlem,Manhattan,10036516
Chelsea,Manhattan,10037605
Inwood,Manhattan,10037631
Greenpoint,Brooklyn,10037800
Greenpoint,Brooklyn,10038170
Greenpoint,Brooklyn,10038410
East Harlem,Manhattan,10038633
Greenpoint,Brooklyn,10038693
East Village,Manhattan,10038695
Jackson Heights,Queens,10038776
Midtown,Manhattan,10038823
East Village,Manhattan,10039238
Elmhurst,Queens,10039250
Harlem,Manhattan,10039579
Williamsburg,Brooklyn,10039992
Greenpoint,Brooklyn,10040649
Civic Center,Manhattan,10040717
Clinton Hill,Brooklyn,10041002
Hell's Kitchen,Manhattan,10041376
Bedford-Stuyvesant,Brooklyn,10041531
Sunnyside,Queens,10041589
Harlem,Manhattan,10043064
Upper East Side,Manhattan,10043483
Sunnyside,Queens,10043942
Kips Bay,Manhattan,10046083
Greenpoint,Brooklyn,10049335
Upper East Side,Manhattan,10049711
Williamsburg,Brooklyn,10049766
Greenpoint,Brooklyn,10050536
Williamsburg,Brooklyn,10050847
Brownsville,Brooklyn,10052289
Greenpoint,Brooklyn,10052587
Bedford-Stuyvesant,Brooklyn,10052674
Harlem,Manhattan,10053943
West Village,Manhattan,10053993
Astoria,Queens,10054040
Harlem,Manhattan,10054480
Sunset Park,Brooklyn,10054708
Williamsburg,Brooklyn,10054892
Harlem,Manhattan,10054894
East Village,Manhattan,10055149
Financial District,Manhattan,10055548
Clinton Hill,Brooklyn,10055872
Greenpoint,Brooklyn,10055925
Midwood,Brooklyn,10056245
South Slope,Brooklyn,10056541
Greenpoint,Brooklyn,10057826
Long Island City,Queens,10057854
Harlem,Manhattan,10058942
East Village,Manhattan,10058944
Little Italy,Manhattan,10059344
Chelsea,Manhattan,10059699
West Village,Manhattan,10065056
Bedford-Stuyvesant,Brooklyn,10065831
NoHo,Manhattan,10066875
Nolita,Manhattan,10067083
Upper West Side,Manhattan,10067199
Greenpoint,Brooklyn,10067809
Nolita,Manhattan,10067924
Crown Heights,Brooklyn,10067936
Williamsburg,Brooklyn,10068269
Park Slope,Brooklyn,10068386
Boerum Hill,Brooklyn,10068693
Flatbush,Brooklyn,10069174
Bedford-Stuyvesant,Brooklyn,10069376
Crown Heights,Brooklyn,10069586
Bedford-Stuyvesant,Brooklyn,10069601
Crown Heights,Brooklyn,10069720
Williamsburg,Brooklyn,10069964
Williamsburg,Brooklyn,10070145
Harlem,Manhattan,10070235
Bedford-Stuyvesant,Brooklyn,10070294
Upper West Side,Manhattan,10070350
Upper West Side,Manhattan,10070663
Upper East Side,Manhattan,10070693
Crown Heights,Brooklyn,10071188
Bedford-Stuyvesant,Brooklyn,10071225
Harlem,Manhattan,10071232
West Village,Manhattan,10071464
SoHo,Manhattan,10072022
Bedford-Stuyvesant,Brooklyn,10072678
Upper West Side,Manhattan,10072750
Jamaica,Queens,10073940
Bushwick,Brooklyn,10073995
Downtown Brooklyn,Brooklyn,10074308
Upper West Side,Manhattan,10076836
Bedford-Stuyvesant,Brooklyn,10078736
Gramercy,Manhattan,10080979
Flatbush,Brooklyn,10082057
Bedford-Stuyvesant,Brooklyn,10083580
Williamsburg,Brooklyn,10083682
Morningside Heights,Manhattan,10083881
Williamsburg,Brooklyn,10083973
Williamsburg,Brooklyn,10084380
Kips Bay,Manhattan,10085449
Greenpoint,Brooklyn,10085478
West Village,Manhattan,10086029
Harlem,Manhattan,10086307
Harlem,Manhattan,10087575
Bedford-Stuyvesant,Brooklyn,10087874
East Village,Manhattan,10088464
Harlem,Manhattan,10088612
Harlem,Manhattan,10088636
Upper East Side,Manhattan,10089333
Midtown,Manhattan,10089727
Chelsea,Manhattan,10090735
Crown Heights,Brooklyn,10091829
West Village,Manhattan,10096352
East Village,Manhattan,10096515
Greenpoint,Brooklyn,10096707
Chelsea,Manhattan,10096773
Williamsburg,Brooklyn,10096788
Williamsburg,Brooklyn,10098890
Bedford-Stuyvesant,Brooklyn,10098921
Bushwick,Brooklyn,10099080
Roosevelt Island,Manhattan,10099517
Jackson Heights,Queens,10099859
Chelsea,Manhattan,10100121
Bedford-Stuyvesant,Brooklyn,10100241
Little Italy,Manhattan,10100474
Midwood,Brooklyn,10100512
Park Slope,Brooklyn,10100799
East Village,Manhattan,10101013
Williamsburg,Brooklyn,10101097
Jamaica,Queens,10101135
Sunnyside,Queens,10101148
East Village,Manhattan,10101358
Upper East Side,Manhattan,10101765
Washington Heights,Manhattan,10101791
Crown Heights,Brooklyn,10102206
Greenpoint,Brooklyn,10102792
Bushwick,Brooklyn,10103745
East Village,Manhattan,10104123
Crown Heights,Brooklyn,10104130
Bushwick,Brooklyn,10104806
Greenwich Village,Manhattan,10105110
Hell's Kitchen,Manhattan,10105477
Upper West Side,Manhattan,10105606
Crown Heights,Brooklyn,10106530
Bedford-Stuyvesant,Brooklyn,10106768
SoHo,Manhattan,10113787
Upper West Side,Manhattan,10114830
East Flatbush,Brooklyn,10115137
Lower East Side,Manhattan,10115193
Kips Bay,Manhattan,10115542
Williamsburg,Brooklyn,10115781
Kips Bay,Manhattan,10115792
Midtown,Manhattan,10116081
Nolita,Manhattan,10116220
Upper East Side,Manhattan,10116351
Boerum Hill,Brooklyn,10116619
Upper East Side,Manhattan,10116734
Bushwick,Brooklyn,10117223
Williamsburg,Brooklyn,10117624
Williamsburg,Brooklyn,10117636
Nolita,Manhattan,10118660
Washington Heights,Manhattan,10118847
Nolita,Manhattan,10119376
East Village,Manhattan,10120021
Lower East Side,Manhattan,10120414
Chelsea,Manhattan,10122449
Midtown,Manhattan,10123090
Bedford-Stuyvesant,Brooklyn,10124343
Bedford-Stuyvesant,Brooklyn,10124372
East Harlem,Manhattan,10125213
Williamsburg,Brooklyn,10125955
Washington Heights,Manhattan,10126128
West Village,Manhattan,10127534
Bedford-Stuyvesant,Brooklyn,10130342
Harlem,Manhattan,10130925
Harlem,Manhattan,10130963
Harlem,Manhattan,10131082
Harlem,Manhattan,10132356
Williamsburg,Brooklyn,10133128
Elmhurst,Queens,10133195
Upper East Side,Manhattan,10133350
Lower East Side,Manhattan,10133534
Chinatown,Manhattan,10134285
Gramercy,Manhattan,10134298
Harlem,Manhattan,10134546
East Village,Manhattan,10134557
Harlem,Manhattan,10135104
Ditmars Steinway,Queens,10136508
Greenpoint,Brooklyn,10136634
East Village,Manhattan,10136994
Upper West Side,Manhattan,10137048
Boerum Hill,Brooklyn,10138349
Jackson Heights,Queens,10138784
Nolita,Manhattan,10138870
Bedford-Stuyvesant,Brooklyn,10138996
Upper East Side,Manhattan,10142056
Corona,Queens,10142499
East Village,Manhattan,10143705
Bushwick,Brooklyn,10144140
East Village,Manhattan,10148201
Chelsea,Manhattan,10148581
Clinton Hill,Brooklyn,10148955
Hell's Kitchen,Manhattan,10149393
SoHo,Manhattan,10149453
East Village,Manhattan,10153654
West Village,Manhattan,10154138
Williamsburg,Brooklyn,10154444
Midtown,Manhattan,10154702
Upper West Side,Manhattan,10154762
Greenpoint,Brooklyn,10155003
Lower East Side,Manhattan,10156290
East Village,Manhattan,10156314
East Harlem,Manhattan,10156441
Financial District,Manhattan,10156574
Gramercy,Manhattan,10157256
Lower East Side,Manhattan,10157977
NoHo,Manhattan,10158141
Gravesend,Brooklyn,10160215
Jackson Heights,Queens,10161361
Bushwick,Brooklyn,10162752
Morningside Heights,Manhattan,10163240
Bedford-Stuyvesant,Brooklyn,10163617
Williamsburg,Brooklyn,10163936
Upper West Side,Manhattan,10165064
Greenpoint,Brooklyn,10165181
Greenpoint,Brooklyn,10165313
Bushwick,Brooklyn,10165410
Bedford-Stuyvesant,Brooklyn,10165663
Park Slope,Brooklyn,10166820
East Harlem,Manhattan,10166883
